Project.ID,Deployment.Location.ID,SiteName,Camera.Deployment.Start.Date,Camera.Deployment.End.Date,Deployment.ID,Year,Months,Folder,Problem,Camera
UWSS,Site11,11,2019-03-30,2019-04-24,19-Jun,2019,March;April,JuneJuly2019,,Bushnell
UWSS,Site11,11,2019-06-30,2019-09-15,19-Sep,2019,June;July;August;September,SeptoNov2019,,Bushnell
UWSS,Site11,11,2019-09-15,2019-12-29,19-Dec,2019,September;October;November;December,19-Dec,,Bushnell
UWSS,Site11,11,2019-12-29,2020-01-25,20-Jan,2020,December;January,20-Jan,,Bushnell
UWSS,Site11,11,2020-01-25,2020-02-29,20-Feb,2020,January;February,20-Feb,,Bushnell
UWSS,Site11,11,2020-03-01,2020-03-23,20-Apr,2020,March,20-Apr,wrong date,Bushnell
UWSS,Site11,11,2020-04-26,2020-05-11,20-May,2020,April;May,20-May,,Bushnell
UWSS,Site11,11,2020-07-08,2020-08-04,20-Jul,2020,July;August,20-Jul,,Bushnell
UWSS,Site11,11,2020-08-04,2020-10-14,20-Oct,2020,August;September;October,20-Oct,,Bushnell
UWSS,Site11,11,2020-10-14,2020-11-27,20-Nov,2020,October;November,20-Nov,,Bushnell
UWSS,Site11,11,2020-11-27,2021-01-19,21-Jan,2021,November;December;January,21-Jan,,Bushnell
UWSS,Site11,11,2021-01-19,2021-02-05,21-Mar,2021,January;February,MarchApril2021,,Bushnell
UWSS,Site11,11,2021-04-23,2021-07-31,21-Jul,2021,February;March;April,21-Jul,,Bushnell
