"session","WHID_all","date","SiteID"
"Oakbay2021","['19-0731']",2021-09-19,"Site04"
"Oakbay2021","['20-0724']",2021-09-19,"Site04"
"Oakbay2021","['20-0724']",2021-09-24,"Site04"
"Oakbay2021","['20-0724']",2021-09-25,"Site04"
"Oakbay2021","['20-0724']",2021-09-25,"Site04"
"Oakbay2021","['20-0724']",2021-09-26,"Site04"
"Oakbay2021","['19-0731']",2021-09-28,"Site04"
"Oakbay2021","['19-0731']",2021-09-28,"Site04"
"Oakbay2021","['20-0724']",2021-09-28,"Site04"
"Oakbay2021","['19-0731']",2021-09-30,"Site04"
"Oakbay2021","['20-0724']",2021-09-30,"Site04"
"Oakbay2021","['19-0722']",2021-09-01,"Site07"
"Oakbay2021","['19-0724']",2021-09-01,"Site07"
"Oakbay2021","['19-0730']",2021-09-01,"Site07"
"Oakbay2021","['19-0730']",2021-09-01,"Site07"
"Oakbay2021","['19-0735']",2021-09-01,"Site07"
"Oakbay2021","['20-0724']",2021-09-01,"Site07"
"Oakbay2021","['19-0722']",2021-09-02,"Site07"
"Oakbay2021","['19-0722']",2021-09-03,"Site07"
"Oakbay2021","['19-0722']",2021-09-03,"Site07"
"Oakbay2021","['19-0722']",2021-09-03,"Site07"
"Oakbay2021","['19-0724']",2021-09-04,"Site07"
"Oakbay2021","['19-0724']",2021-09-06,"Site07"
"Oakbay2021","['19-0722']",2021-09-07,"Site07"
"Oakbay2021","['20-0702']",2021-09-10,"Site07"
"Oakbay2021","['19-0722']",2021-09-11,"Site07"
"Oakbay2021","['19-0722']",2021-09-11,"Site07"
"Oakbay2021","['19-0722']",2021-09-12,"Site07"
"Oakbay2021","['19-0722']",2021-09-12,"Site07"
"Oakbay2021","['19-0722']",2021-09-13,"Site07"
"Oakbay2021","['19-0722']",2021-09-14,"Site07"
"Oakbay2021","['19-0724']",2021-09-15,"Site07"
"Oakbay2021","['19-0724']",2021-09-15,"Site07"
"Oakbay2021","['19-0724']",2021-09-15,"Site07"
"Oakbay2021","['19-0724']",2021-09-15,"Site07"
"Oakbay2021","['19-0722']",2021-09-16,"Site07"
"Oakbay2021","['19-0703']",2021-09-03,"Site08a"
"Oakbay2021","['20-0677']",2021-09-03,"Site08a"
"Oakbay2021","['20-0677']",2021-09-03,"Site08a"
"Oakbay2021","['20-0677']",2021-09-09,"Site08a"
"Oakbay2021","['20-0677']",2021-09-09,"Site08a"
"Oakbay2021","['19-0703']",2021-09-14,"Site08a"
"Oakbay2021","['20-0677']",2021-09-15,"Site08a"
"Oakbay2021","['19-0724']",2021-09-18,"Site08a"
"Oakbay2021","['20-0690']",2021-09-19,"Site08a"
"Oakbay2021","['19-0712']",2021-09-27,"Site08a"
"Oakbay2021","['19-0712']",2021-09-28,"Site08a"
"Oakbay2021","['19-0724']",2021-09-28,"Site08a"
"Oakbay2021","['20-0716']",2021-09-03,"Site09"
"Oakbay2021","['20-0716']",2021-09-14,"Site09"
"Oakbay2021","['20-0716']",2021-09-22,"Site09"
"Oakbay2021","['19-0704']",2021-09-02,"Site10a"
"Oakbay2021","['19-0699']",2021-09-02,"Site11"
"Oakbay2021","['20-0716']",2021-09-09,"Site11"
"Oakbay2021","['19-0706']",2021-09-10,"Site11"
"Oakbay2021","['20-0716']",2021-09-10,"Site11"
"Oakbay2021","['18-11401']",2021-09-03,"Site17"
"Oakbay2021","['18-11401']",2021-09-05,"Site17"
"Oakbay2021","['18-11401']",2021-09-05,"Site17"
"Oakbay2021","['18-11401']",2021-09-07,"Site17"
"Oakbay2021","['18-11401']",2021-09-07,"Site17"
"Oakbay2021","['18-11401']",2021-09-07,"Site17"
"Oakbay2021","['18-11401']",2021-09-08,"Site17"
"Oakbay2021","['18-11401']",2021-09-08,"Site17"
"Oakbay2021","['18-11401']",2021-09-09,"Site17"
"Oakbay2021","['18-11401']",2021-09-11,"Site17"
"Oakbay2021","['20-0684']",2021-09-01,"Site21a"
"Oakbay2021","['20-0684']",2021-09-03,"Site21a"
"Oakbay2021","['19-0719']",2021-09-07,"Site22a"
"Oakbay2021","['19-0719']",2021-09-11,"Site22a"
"Oakbay2021","['19-0719']",2021-09-17,"Site22a"
"Oakbay2021","['20-0706']",2021-09-17,"Site22a"
"Oakbay2021","['20-0706']",2021-09-17,"Site22a"
"Oakbay2021","['20-0706']",2021-09-18,"Site22a"
"Oakbay2021","['19-0719']",2021-09-27,"Site22a"
"Oakbay2021","['19-0719']",2021-09-27,"Site22a"
"Oakbay2021","['19-0719']",2021-09-30,"Site22a"
"Oakbay2021","['19-0719']",2021-09-02,"Site24a"
"Oakbay2021","['19-0719']",2021-09-02,"Site24a"
"Oakbay2021","['19-0719']",2021-09-03,"Site24a"
"Oakbay2021","['20-0128']",2021-09-12,"Site27a"
"Oakbay2021","['20-0128']",2021-09-12,"Site27a"
"Oakbay2021","['20-0128']",2021-09-12,"Site27a"
"Oakbay2021","['20-0128']",2021-09-16,"Site27a"
"Oakbay2021","['20-0703']",2021-09-04,"Site28"
"Oakbay2021","['20-0703']",2021-09-04,"Site28"
"Oakbay2021","['20-0725']",2021-09-04,"Site28"
"Oakbay2021","['20-0725']",2021-09-04,"Site28"
"Oakbay2021","['20-0703']",2021-09-09,"Site28"
"Oakbay2021","['20-0703']",2021-09-09,"Site28"
"Oakbay2021","['20-0725']",2021-09-09,"Site28"
"Oakbay2021","['20-0725']",2021-09-09,"Site28"
"Oakbay2021","['20-0125']",2021-09-10,"Site28"
"Oakbay2021","['20-0725']",2021-09-13,"Site28"
"Oakbay2021","['20-0703']",2021-09-14,"Site28"
"Oakbay2021","['20-0725']",2021-09-14,"Site28"
"Oakbay2021","['20-0125']",2021-09-16,"Site28"
"Oakbay2021","['20-0703']",2021-09-22,"Site28"
"Oakbay2021","['20-0703']",2021-09-24,"Site28"
"Oakbay2021","['20-0725']",2021-09-24,"Site28"
"Oakbay2021","['20-0125']",2021-09-01,"Site29"
"Oakbay2021","['20-0725']",2021-09-01,"Site29"
"Oakbay2021","['19-0682']",2021-09-02,"Site29"
"Oakbay2021","['20-0125']",2021-09-02,"Site29"
"Oakbay2021","['20-0125']",2021-09-03,"Site29"
"Oakbay2021","['20-0125']",2021-09-04,"Site29"
"Oakbay2021","['20-0125']",2021-09-05,"Site29"
"Oakbay2021","['20-0725']",2021-09-06,"Site29"
"Oakbay2021","['20-0125']",2021-09-07,"Site29"
"Oakbay2021","['20-0125']",2021-09-08,"Site29"
"Oakbay2021","['20-0125']",2021-09-08,"Site29"
"Oakbay2021","['20-0129']",2021-09-09,"Site29"
"Oakbay2021","['19-0682']",2021-09-10,"Site29"
"Oakbay2021","['20-0129']",2021-09-10,"Site29"
"Oakbay2021","['20-0125']",2021-09-11,"Site29"
"Oakbay2021","['19-0682']",2021-09-15,"Site29"
"Oakbay2021","['19-0682']",2021-09-15,"Site29"
"Oakbay2021","['20-0125']",2021-09-17,"Site29"
"Oakbay2021","['20-0125']",2021-09-18,"Site29"
"Oakbay2021","['20-0125']",2021-09-20,"Site29"
"Oakbay2021","['20-0129']",2021-09-21,"Site29"
"Oakbay2021","['20-0125']",2021-09-23,"Site29"
"Oakbay2021","['20-0125']",2021-09-24,"Site29"
"Oakbay2021","['20-0703']",2021-09-24,"Site29"
"Oakbay2021","['20-0125']",2021-09-25,"Site29"
"Oakbay2021","['20-0125']",2021-09-26,"Site29"
"Oakbay2021","['19-0682']",2021-09-28,"Site29"
"Oakbay2021","['19-0682']",2021-09-28,"Site29"
"Oakbay2021","['20-0125']",2021-09-28,"Site29"
"Oakbay2021","['19-0682']",2021-09-30,"Site29"
"Oakbay2021","['20-0125']",2021-09-30,"Site29"
"Oakbay2021","['20-0125']",2021-09-30,"Site29"
"Oakbay2021","['20-0125']",2021-09-30,"Site29"
"Oakbay2021","['20-0124']",2021-09-01,"Site32"
"Oakbay2021","['20-0678']",2021-09-03,"Site32"
"Oakbay2021","['19-0691']",2021-09-04,"Site32"
"Oakbay2021","['20-0124']",2021-09-04,"Site32"
"Oakbay2021","['20-0124']",2021-09-11,"Site32"
"Oakbay2021","['19-0687']",2021-09-16,"Site32"
"Oakbay2021","['19-0691']",2021-09-17,"Site32"
"Oakbay2021","['19-0733']",2021-09-17,"Site32"
"Oakbay2021","['20-0678']",2021-09-18,"Site32"
"Oakbay2021","['20-0678']",2021-09-18,"Site32"
"Oakbay2021","['19-0726']",2021-09-21,"Site32"
"Oakbay2021","['20-0124']",2021-09-21,"Site32"
"Oakbay2021","['19-0692']",2021-09-27,"Site32"
"Oakbay2021","['20-0124']",2021-09-29,"Site32"
"Oakbay2021","['20-0124']",2021-09-30,"Site32"
"Oakbay2021","['19-0694']",2021-09-03,"Site33a"
"Oakbay2021","['19-0720']",2021-09-03,"Site33a"
"Oakbay2021","['20-0129']",2021-09-05,"Site33a"
"Oakbay2021","['19-0694']",2021-09-06,"Site33a"
"Oakbay2021","['20-0129']",2021-09-07,"Site33a"
"Oakbay2021","['20-0137r']",2021-09-08,"Site33a"
"Oakbay2021","['19-0687']",2021-09-11,"Site33a"
"Oakbay2021","['20-0137r']",2021-09-23,"Site33a"
"Oakbay2021","['20-0129']",2021-09-29,"Site33a"
"Oakbay2021","['20-0137r']",2021-09-29,"Site33a"
"Oakbay2021","['20-0679']",2021-09-29,"Site33a"
"Oakbay2021","['18-11558']",2021-09-14,"Site34"
"Oakbay2021","['19-0686']",2021-09-14,"Site34"
"Oakbay2021","['19-0686']",2021-09-14,"Site34"
"Oakbay2021","['18-11558']",2021-09-15,"Site34"
"Oakbay2021","['18-11558']",2021-09-18,"Site34"
"Oakbay2021","['19-0686']",2021-09-18,"Site34"
"Oakbay2021","['18-11558']",2021-09-20,"Site34"
"Oakbay2021","['19-0686']",2021-09-20,"Site34"
"Oakbay2021","['19-0686']",2021-09-22,"Site34"
"Oakbay2021","['19-0686']",2021-09-23,"Site34"
"Oakbay2021","['19-0693']",2021-09-03,"Site38a"
"Oakbay2021","['20-0710']",2021-09-03,"Site38a"
"Oakbay2021","['19-0687']",2021-09-05,"Site38a"
"Oakbay2021","['20-0670']",2021-09-05,"Site38a"
"Oakbay2021","['20-0710']",2021-09-07,"Site38a"
"Oakbay2021","['19-0691']",2021-09-13,"Site38a"
"Oakbay2021","['19-0694']",2021-09-16,"Site38a"
