"session","WHID_all","date","SiteID"
"Oakbay2019","['19-0719']",2019-10-28,"Site24"
"Oakbay2019","['19-0703']",2019-11-02,"Site26b"
"Oakbay2019","['19-0703']",2019-11-02,"Site26b"
"Oakbay2019","['20-0121']",2019-10-11,"Site29"
"Oakbay2019","['20-0121']",2019-10-14,"Site29"
"Oakbay2019","['20-0121']",2019-10-14,"Site29"
"Oakbay2019","['20-0121']",2019-10-21,"Site29"
"Oakbay2019","['19-0682']",2019-10-29,"Site29"
"Oakbay2019","['19-0682']",2019-10-29,"Site29"
"Oakbay2019","['19-0682']",2019-10-30,"Site29"
"Oakbay2019","['20-0121']",2019-11-05,"Site29"
"Oakbay2019","['19-0682']",2019-11-07,"Site29"
"Oakbay2019","['19-0703']",2019-10-18,"Site30"
"Oakbay2019","['19-0691']",2019-10-22,"Site32"
"Oakbay2019","['19-0692']",2019-10-24,"Site32"
"Oakbay2019","['19-0691']",2019-10-26,"Site32"
"Oakbay2019","['19-0691']",2019-10-27,"Site32"
"Oakbay2019","['19-0691']",2019-10-27,"Site32"
"Oakbay2019","['19-0691']",2019-11-01,"Site32"
"Oakbay2019","['19-0691']",2019-11-06,"Site32"
"Oakbay2019","['19-0686']",2019-10-11,"Site34"
"Oakbay2019","['19-0686']",2019-10-15,"Site34"
"Oakbay2019","['19-0686']",2019-10-18,"Site34"
"Oakbay2019","['19-0686']",2019-10-18,"Site34"
"Oakbay2019","['19-0703']",2019-10-18,"Site34"
"Oakbay2019","['19-0686']",2019-10-19,"Site34"
"Oakbay2019","['19-0686']",2019-10-21,"Site34"
"Oakbay2019","['19-0686']",2019-10-26,"Site34"
"Oakbay2019","['19-0686']",2019-10-29,"Site34"
"Oakbay2019","['19-0686']",2019-10-30,"Site34"
"Oakbay2019","['19-0686']",2019-10-31,"Site34"
"Oakbay2019","['19-0686']",2019-11-03,"Site34"
"Oakbay2019","['19-0686']",2019-11-03,"Site34"
"Oakbay2019","['19-0686']",2019-11-03,"Site34"
"Oakbay2019","['19-0686']",2019-11-05,"Site34"
"Oakbay2019","['19-0686']",2019-11-05,"Site34"
"Oakbay2019","['19-0686']",2019-11-07,"Site34"
